Running simulation for principal_mode_weight=1 and n_fluences=20
Weights: [100   0   0]
Epoch 26: loss = 0.0032790573313832283
Epoch 27: loss = 0.0032789581455290318
Epoch 28: loss = 0.003278858959674835
Epoch 29: loss = 0.0032787597738206387
Epoch 30: loss = 0.003278660587966442
Epoch 31: loss = 0.0032785614021122456
Epoch 32: loss = 0.003278462216258049
Epoch 33: loss = 0.0032783630304038525
Epoch 34: loss = 0.003278263844549656
Epoch 35: loss = 0.0032781646586954594
Epoch 36: loss = 0.003278065472841263
Epoch 37: loss = 0.0032779662869870663
Epoch 38: loss = 0.0032778671011328697
Epoch 39: loss = 0.003277767915278673
Epoch 40: loss = 0.0032776687294244766
Epoch 41: loss = 0.0032775693107396364
Epoch 42: loss = 0.0032774703577160835
Epoch 43: loss = 0.003277371171861887
Epoch 44: loss = 0.0032772719860076904
Epoch 45: loss = 0.0032771730329841375
Epoch 46: loss = 0.003277073847129941
Epoch 47: loss = 0.0032769746612757444
Epoch 48: loss = 0.0032768757082521915
Epoch 49: loss = 0.003276776522397995
Epoch 50: loss = 0.0032766773365437984
Epoch 51: loss = 0.003276578150689602
Epoch 52: loss = 0.003276479197666049
Epoch 53: loss = 0.003276380244642496
Epoch 54: loss = 0.0032762810587882996
Epoch 55: loss = 0.003276181872934103
Epoch 56: loss = 0.0032760826870799065
Epoch 57: loss = 0.0032759837340563536
Epoch 58: loss = 0.0032758847810328007
Epoch 59: loss = 0.003275785595178604
Epoch 60: loss = 0.0032756864093244076
Epoch 61: loss = 0.003275587223470211
Epoch 62: loss = 0.003275488270446658
Epoch 63: loss = 0.0032753893174231052
Epoch 64: loss = 0.0032752903643995523
Epoch 65: loss = 0.0032751914113759995
Epoch 66: loss = 0.003275092225521803
Epoch 67: loss = 0.0032749930396676064
Epoch 68: loss = 0.0032748940866440535
Epoch 69: loss = 0.0032747951336205006
Epoch 70: loss = 0.003274695947766304
Epoch 71: loss = 0.0032745972275733948
Epoch 72: loss = 0.0032744980417191982
Epoch 73: loss = 0.0032743988558650017
Epoch 74: loss = 0.003274299902841449
Epoch 75: loss = 0.003274200949817896
Epoch 76: loss = 0.003274101996794343
Epoch 77: loss = 0.00327400304377079
Epoch 78: loss = 0.003273904090747237
Epoch 79: loss = 0.0032738049048930407
Epoch 80: loss = 0.0032737059518694878
Epoch 81: loss = 0.0032736072316765785
Epoch 82: loss = 0.003273508045822382
Epoch 83: loss = 0.0032734093256294727
Epoch 84: loss = 0.00327331037260592
Epoch 85: loss = 0.003273211419582367
Epoch 86: loss = 0.0032731122337281704
Epoch 87: loss = 0.0032730132807046175
Epoch 88: loss = 0.0032729143276810646
Epoch 89: loss = 0.0032728156074881554
Epoch 90: loss = 0.0032727166544646025
Epoch 91: loss = 0.0032726177014410496
Epoch 92: loss = 0.0032725187484174967
Epoch 93: loss = 0.003272419795393944
Epoch 94: loss = 0.0032723210752010345
Epoch 95: loss = 0.0032722221221774817
Epoch 96: loss = 0.0032721231691539288
Epoch 97: loss = 0.0032720244489610195
Epoch 98: loss = 0.0032719254959374666
Epoch 99: loss = 0.0032718265429139137
Epoch 100: loss = 0.003271727589890361
Epoch 101: loss = 0.0032716288696974516
Epoch 102: loss = 0.0032715299166738987
Epoch 103: loss = 0.0032714311964809895
Epoch 104: loss = 0.0032713322434574366
Epoch 105: loss = 0.0032712335232645273
Epoch 106: loss = 0.0032711345702409744
Epoch 107: loss = 0.0032710356172174215
Epoch 108: loss = 0.0032709366641938686
Epoch 109: loss = 0.0032708379440009594
Epoch 110: loss = 0.00327073922380805
Epoch 111: loss = 0.0032706402707844973
Epoch 112: loss = 0.0032705413177609444
Epoch 113: loss = 0.003270442597568035
Epoch 114: loss = 0.003270343877375126
Epoch 115: loss = 0.0032702451571822166
Epoch 116: loss = 0.0032701464369893074
Epoch 117: loss = 0.0032700474839657545
Epoch 118: loss = 0.0032699487637728453
Epoch 119: loss = 0.0032698498107492924
Epoch 120: loss = 0.003269751090556383
Epoch 121: loss = 0.003269652370363474
Epoch 122: loss = 0.0032695536501705647
Epoch 123: loss = 0.0032694549299776554
Epoch 124: loss = 0.003269356209784746
Epoch 125: loss = 0.003269257489591837
Epoch 126: loss = 0.003269158536568284
Epoch 127: loss = 0.0032690600492060184
Epoch 128: loss = 0.0032689610961824656
Epoch 129: loss = 0.0032688623759895563
Epoch 130: loss = 0.0032687638886272907
Epoch 131: loss = 0.003268664935603738
Epoch 132: loss = 0.0032685662154108286
Epoch 133: loss = 0.003268467728048563
Epoch 134: loss = 0.0032683690078556538
Epoch 135: loss = 0.003268270054832101
Epoch 136: loss = 0.0032681715674698353
Epoch 137: loss = 0.003268072847276926
Epoch 138: loss = 0.003267973894253373
Epoch 139: loss = 0.0032678754068911076
Epoch 140: loss = 0.0032677766866981983
Epoch 141: loss = 0.003267677966505289
Epoch 142: loss = 0.00326757924631238
Epoch 143: loss = 0.0032674805261194706
Epoch 144: loss = 0.003267382038757205
Epoch 145: loss = 0.003267283085733652
Epoch 146: loss = 0.0032671845983713865
Epoch 147: loss = 0.0032670858781784773
Epoch 148: loss = 0.0032669873908162117
Epoch 149: loss = 0.0032668886706233025
Epoch 150: loss = 0.0032667899504303932
Epoch 151: loss = 0.0032666914630681276
Epoch 152: loss = 0.003266592975705862
Epoch 153: loss = 0.003266494255512953
Epoch 154: loss = 0.0032663957681506872
Epoch 155: loss = 0.0032662972807884216
Epoch 156: loss = 0.0032661983277648687
Epoch 157: loss = 0.003266099840402603
Epoch 158: loss = 0.003266001120209694
Epoch 159: loss = 0.0032659024000167847
Epoch 160: loss = 0.0032658041454851627
Epoch 161: loss = 0.0032657054252922535
Epoch 162: loss = 0.0032656067050993443
Epoch 163: loss = 0.0032655082177370787
Epoch 164: loss = 0.003265409730374813
Epoch 165: loss = 0.003265311010181904
Epoch 166: loss = 0.003265212755650282
Epoch 167: loss = 0.0032651140354573727
Epoch 168: loss = 0.003265015548095107
Epoch 169: loss = 0.0032649170607328415
Epoch 170: loss = 0.003264818573370576
Epoch 171: loss = 0.0032647200860083103
Epoch 172: loss = 0.0032646215986460447
Epoch 173: loss = 0.003264523111283779
Epoch 174: loss = 0.00326442439109087
Epoch 175: loss = 0.0032643256708979607
Epoch 176: loss = 0.0032642274163663387
Epoch 177: loss = 0.003264129161834717
Epoch 178: loss = 0.0032640304416418076
Epoch 179: loss = 0.003263931954279542
Epoch 180: loss = 0.00326383369974792
Epoch 181: loss = 0.0032637352123856544
Epoch 182: loss = 0.003263636492192745
Epoch 183: loss = 0.0032635380048304796
Epoch 184: loss = 0.0032634397502988577
Epoch 185: loss = 0.003263341262936592
Epoch 186: loss = 0.00326324300840497
Epoch 187: loss = 0.0032631445210427046
Epoch 188: loss = 0.003263046033680439
Epoch 189: loss = 0.0032629475463181734
Epoch 190: loss = 0.003262849058955908
Epoch 191: loss = 0.003262750804424286
Epoch 192: loss = 0.0032626520842313766
Epoch 193: loss = 0.0032625538296997547
Epoch 194: loss = 0.0032624555751681328
Epoch 195: loss = 0.003262357087805867
Epoch 196: loss = 0.0032622588332742453
Epoch 197: loss = 0.0032621603459119797
Epoch 198: loss = 0.0032620620913803577
Epoch 199: loss = 0.003261963604018092
Epoch 200: loss = 0.0032618651166558266
Epoch 201: loss = 0.0032617668621242046
Epoch 202: loss = 0.0032616686075925827
Epoch 203: loss = 0.003261570120230317
Epoch 204: loss = 0.0032614716328680515
Epoch 205: loss = 0.0032613733783364296
Epoch 206: loss = 0.0032612751238048077
Epoch 207: loss = 0.0032611768692731857
Epoch 208: loss = 0.003261078614741564
Epoch 209: loss = 0.003260980127379298
Epoch 210: loss = 0.00326088210567832
Epoch 211: loss = 0.0032607836183160543
Epoch 212: loss = 0.0032606851309537888
Epoch 213: loss = 0.003260586876422167
Epoch 214: loss = 0.003260488621890545
Epoch 215: loss = 0.003260390367358923
Epoch 216: loss = 0.003260292112827301
Epoch 217: loss = 0.003260193858295679
Epoch 218: loss = 0.003260095603764057
Epoch 219: loss = 0.0032599973492324352
Epoch 220: loss = 0.0032598990947008133
Epoch 221: loss = 0.0032598008401691914
Epoch 222: loss = 0.0032597025856375694
Epoch 223: loss = 0.0032596043311059475
Epoch 224: loss = 0.0032595060765743256
Epoch 225: loss = 0.0032594078220427036
Epoch 226: loss = 0.0032593095675110817
Epoch 227: loss = 0.0032592113129794598
Epoch 228: loss = 0.003259113058447838
Epoch 229: loss = 0.003259014803916216
Epoch 230: loss = 0.0032589167822152376
Epoch 231: loss = 0.0032588187605142593
Epoch 232: loss = 0.0032587205059826374
Epoch 233: loss = 0.0032586222514510155
Epoch 234: loss = 0.0032585239969193935
Epoch 235: loss = 0.0032584257423877716
Epoch 236: loss = 0.0032583274878561497
Epoch 237: loss = 0.0032582292333245277
Epoch 238: loss = 0.0032581312116235495
Epoch 239: loss = 0.003258033189922571
Epoch 240: loss = 0.0032579349353909492
Epoch 241: loss = 0.0032578366808593273
Epoch 242: loss = 0.0032577384263277054
Epoch 243: loss = 0.0032576401717960835
Epoch 244: loss = 0.003257542150095105
Epoch 245: loss = 0.003257444128394127
Epoch 246: loss = 0.003257345873862505
Epoch 247: loss = 0.0032572478521615267
Epoch 248: loss = 0.0032571498304605484
Epoch 249: loss = 0.0032570515759289265
Epoch 250: loss = 0.0032569533213973045
Epoch 251: loss = 0.0032568552996963263
Epoch 252: loss = 0.003256757277995348
Epoch 253: loss = 0.003256659023463726
Epoch 254: loss = 0.0032565610017627478
Epoch 255: loss = 0.003256462747231126
Epoch 256: loss = 0.0032563647255301476
Epoch 257: loss = 0.0032562664709985256
Epoch 258: loss = 0.003256168682128191
Epoch 259: loss = 0.003256070427596569
Epoch 260: loss = 0.0032559724058955908
Epoch 261: loss = 0.0032558743841946125
Epoch 262: loss = 0.0032557763624936342
Epoch 263: loss = 0.003255678340792656
Epoch 264: loss = 0.0032555803190916777
Epoch 265: loss = 0.0032554822973906994
Epoch 266: loss = 0.0032553840428590775
Epoch 267: loss = 0.003255286253988743
Epoch 268: loss = 0.003255187999457121
Epoch 269: loss = 0.0032550902105867863
Epoch 270: loss = 0.003254992188885808
Epoch 271: loss = 0.0032548941671848297
Epoch 272: loss = 0.0032547961454838514
Epoch 273: loss = 0.003254698123782873
Epoch 274: loss = 0.0032546003349125385
Epoch 275: loss = 0.0032545020803809166
Epoch 276: loss = 0.003254404291510582
Epoch 277: loss = 0.0032543062698096037
Epoch 278: loss = 0.0032542082481086254
Epoch 279: loss = 0.003254110459238291
Epoch 280: loss = 0.0032540124375373125
Epoch 281: loss = 0.0032539144158363342
Epoch 282: loss = 0.003253816394135356
Epoch 283: loss = 0.0032537183724343777
Epoch 284: loss = 0.003253620583564043
Epoch 285: loss = 0.0032535227946937084
Epoch 286: loss = 0.00325342477299273
Epoch 287: loss = 0.003253326751291752
Epoch 288: loss = 0.0032532287295907736
Epoch 289: loss = 0.003253130940720439
Epoch 290: loss = 0.0032530329190194607
Epoch 291: loss = 0.003252935130149126
Epoch 292: loss = 0.0032528373412787914
Epoch 293: loss = 0.003252739319577813
Epoch 294: loss = 0.0032526415307074785
Epoch 295: loss = 0.003252543741837144
Epoch 296: loss = 0.0032524457201361656
